competition_id,season_id,player_id,player_name,minutes,passes,passes_completed,key_passes,tackles,fouls_committed,shots,xg,assists,interceptions,goals,goals_per90,assists_per90,shots_per90,passes_per90,xg_per90,key_passes_per90,market_value_eur,club,sentiment_score,sentiment_impact,social_volume
43,106,3281,Aaron Mooy,0.0,219.0,171.0,1.0,13.0,6.0,1.0,0.039191317,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.39712,34.085932890450415,10
43,106,3517,Aaron Ramsey,0.0,110.0,86.0,1.0,4.0,3.0,1.0,0.025361432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14722,12.477390948749314,10
43,106,3634,Abdelhamid Sabiri,0.0,58.0,46.0,2.0,2.0,3.0,4.0,0.906883999,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.06565,-4.886246284737103,10
43,106,124494,Abdelkarim Hassan Al Haj Fadlalla,0.0,158.0,125.0,1.0,6.0,2.0,6.0,0.2749146245,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.33859,29.199254706375832,10
43,106,59493,Abderrazak Hamdallah,0.0,16.0,8.0,0.0,0.0,4.0,2.0,0.542996504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.52321,43.503986293484914,10
43,106,149714,Abdessamad Ezzalzouli,0.0,16.0,11.0,2.0,2.0,4.0,1.0,0.05950738,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.10411,-10.198717439993704,10
43,106,8553,Abdou Diallo,0.0,183.0,142.0,1.0,3.0,4.0,1.0,0.035411544,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.03331,2.7952283163945832,10
43,106,136306,Abdul Fatawu Issahaku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.31271,25.33710568242325,10
43,106,12325,Abdul Rahman Baba,0.0,103.0,70.0,2.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.3946699999999999,33.10797103610235,10
43,106,124514,Abdulaziz Hatem Mohammed Abdullah,0.0,91.0,72.0,1.0,1.0,4.0,1.0,0.024495702,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.40569,33.83551531218146,10
43,106,51094,Abdulelah Al Amri,0.0,101.0,76.0,0.0,3.0,4.0,1.0,0.037819926,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.03382,1.9393417358010407,10
43,106,56755,Abdulelah Saad Hameed Al-Malki,0.0,86.0,71.0,0.0,1.0,8.0,2.0,0.13939861,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.40723,33.80017646271705,10
43,106,51103,Abdullah Mohammed Madu,0.0,11.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.34608,29.219688900039827,10
43,106,51705,Abdulrahman Al-Obood,0.0,13.0,8.0,1.0,3.0,0.0,1.0,0.041744728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.14513,11.66961323086569,10
43,106,326758,Abolfazl Jalali,0.0,29.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.18509,15.499310792201491,10
43,106,139016,Achraf Dari,0.0,107.0,96.0,0.0,1.0,3.0,1.0,0.4178385,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.38258,32.53348312966713,10
43,106,5245,Achraf Hakimi Mouh,0.0,380.0,314.0,6.0,25.0,10.0,5.0,0.919596872,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.19033,16.766809744631335,10
43,106,3026,Adrien Rabiot,0.0,285.0,246.0,1.0,11.0,9.0,9.0,0.728120058,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.09175,9.00826252122347,10
43,106,36666,Agustín Canobbio Graviz,0.0,7.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.00514,0.5732536415968141,10
43,106,124167,Ahmad Nourollahi,0.0,55.0,39.0,0.0,4.0,3.0,5.0,0.0804267816,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.30557,26.243763847680334,10
43,106,124490,Ahmed Alaa Eldin Abdelmotaal,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.26083,22.213876367420173,10
43,106,8859,Ajdin Hrustic,0.0,23.0,18.0,0.0,0.0,1.0,1.0,0.033247408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.27094,22.919217892069742,10
43,106,40784,Akram Hassan Afif,0.0,166.0,141.0,5.0,0.0,2.0,2.0,0.029100373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.0461199999999999,-5.144959135580281,10
43,106,37945,Alan Steven Franco Palma,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.03201,1.8921042357723032,10
43,106,39161,Alejandro Balde Martínez,0.0,119.0,111.0,0.0,8.0,2.0,1.0,0.077706024,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.53484,45.15216452982996,10
43,106,7006,Alejandro Darío Gómez,0.0,58.0,52.0,0.0,1.0,1.0,2.0,0.023071868,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.25695,22.077208004537425,10
43,106,4269,Aleksandar Mitrović,0.0,67.0,52.0,1.0,2.0,2.0,10.0,1.501642214,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,-0.0206599999999999,-1.4301496011239214,10
43,106,11183,Alex Nicolao Telles,0.0,44.0,35.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.19331,16.99193433862377,10
43,106,6945,Alex Sandro Lobo Silva,0.0,169.0,150.0,1.0,9.0,3.0,1.0,0.021819543,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.16299,13.925710486266262,10
43,106,2989,Alexander Djiku,0.0,27.0,23.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.24656,22.30482233145527,10
43,106,24547,Alexander Hartmann Bah,0.0,50.0,37.0,0.0,4.0,1.0,2.0,0.056216941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.0773,7.022942377035659,10
43,106,27886,Alexis Mac Allister,0.0,271.0,242.0,7.0,10.0,1.0,7.0,0.5018383630000001,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.31516,27.61083153412478,10
43,106,30681,Ali Abdi,0.0,109.0,72.0,1.0,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.1044,7.740144956808236,10
43,106,51096,Ali Al Hassan,0.0,8.0,4.0,0.0,0.0,2.0,1.0,0.10154356,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.2672,23.22552873274165,10
43,106,5715,Ali Albulayhi,0.0,89.0,71.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.4185299999999999,34.46999918961818,10
43,106,149463,Ali Assadalla Thaimn Qambar,0.0,23.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.1587299999999999,13.558086142438189,10
43,106,23874,Ali Gholizadeh,0.0,73.0,47.0,1.0,2.0,3.0,1.0,0.04282673,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.46941,40.60615457780344,10
43,106,125818,Ali Karimi,0.0,45.0,36.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.27541,25.09902193316967,10
43,106,5647,Ali Maâloul,0.0,61.0,39.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.19291,17.05483878626766,10
43,106,45047,Alidu Seidu,0.0,75.0,60.0,0.0,8.0,5.0,1.0,0.015372672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.09774,8.268358464970806,10
43,106,5239,Alireza Jahanbakhsh,0.0,14.0,9.0,0.0,1.0,3.0,3.0,0.154904189,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.37242,32.0785381215712,10
43,106,5227,Alireza Safar Beiranvand,0.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.19871,17.779344577424325,10
43,106,5547,Alisson Ramsés Becker,0.0,94.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.2014,17.93026706944934,10
43,106,44703,Alistair Johnston,0.0,187.0,156.0,4.0,4.0,5.0,2.0,0.672354974,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.16833,14.50306844474028,10
43,106,124495,Almoez Ali Zainalabiddin Abdulla,0.0,46.0,36.0,0.0,3.0,2.0,3.0,0.483816448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.18345,15.846748850789,10
43,106,12365,Alphonso Davies,0.0,114.0,82.0,4.0,1.0,4.0,4.0,0.928688898,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50000000.0,Bayern Munich,0.13137,9.776187886175258,10
43,106,184468,Alvaro José Zamora Mata,0.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.32198,27.164608565310196,10
43,106,48347,Amadou Onana,0.0,63.0,57.0,0.0,7.0,4.0,2.0,0.29186468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.33933,29.32192157755812,10
43,106,131037,Anass Zaroury,0.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.21133,17.875510782960696,10
43,106,3959,Andreas Christensen,0.0,250.0,236.0,0.0,3.0,2.0,2.0,0.5251976599999999,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,0.40207,35.12113240479493,10
